Data	Concentracao	Precipitacao	Temperatura	Umidade	Velocidade_vento
6/29/2017	28.33	0.00	20.42	64.29	1.28
6/30/2017	46.08	0.00	18.72	70.63	1.20
7/1/2017	30.08	0.00	17.76	76.38	1.82
7/2/2017	16.79	0.00	14.81	72.38	3.02
7/3/2017	15.67	0.00	14.88	66.75	2.94
7/4/2017	20.96	0.00	14.89	64.50	2.43
7/5/2017	22.13	0.00	16.01	60.71	1.96
7/6/2017	24.04	0.00	17.19	63.08	1.80
7/7/2017	18.92	0.00	18.00	62.79	2.15
7/8/2017	25.71	0.00	19.09	63.67	1.90
7/9/2017	29.42	0.00	18.79	65.00	1.65
7/10/2017	28.29	0.00	19.11	66.25	1.32
7/11/2017	35.13	0.00	19.83	61.96	1.25
7/12/2017	30.38	0.00	19.21	62.63	1.80
7/13/2017	33.96	0.00	18.59	72.58	1.45
7/14/2017	39.79	0.00	19.33	68.13	1.31
7/15/2017	41.50	0.00	19.69	59.17	2.20
7/16/2017	38.79	0.00	20.19	52.88	2.30
7/17/2017	38.21	0.00	20.31	58.08	1.60
7/18/2017	9.67	0.00	12.58	73.50	3.05
7/19/2017	13.58	0.00	13.40	73.46	2.48
7/20/2017	30.54	0.00	17.64	70.46	1.54
7/21/2017	39.54	0.00	19.13	62.46	1.48
7/22/2017	31.96	0.00	17.91	60.46	1.38
7/23/2017	39.42	0.00	18.92	61.71	1.58
7/24/2017	48.29	0.00	19.60	53.67	1.44
7/25/2017	41.67	0.00	19.94	55.38	1.32
7/26/2017	34.50	0.00	20.11	55.83	1.52
7/27/2017	30.04	0.00	19.72	59.67	1.95
7/28/2017	33.17	0.00	18.63	64.83	1.72
7/29/2017	32.42	0.00	19.91	59.04	1.68
7/30/2017	27.04	0.00	20.25	60.38	1.48
7/31/2017	48.00	0.00	18.35	57.17	1.32
8/1/2017	60.29	0.00	20.21	52.50	1.82
8/2/2017	48.21	0.00	18.28	62.17	2.35
8/3/2017	14.17	0.00	16.11	73.71	2.78
8/4/2017	12.88	0.00	15.42	73.29	2.75
8/5/2017	13.79	0.00	16.34	65.38	2.63
8/6/2017	34.25	0.00	19.00	59.88	1.60
8/7/2017	62.83	0.00	21.21	57.58	1.55
8/8/2017	58.21	0.00	23.28	51.92	1.56
8/9/2017	23.17	0.00	18.79	67.79	1.98
8/10/2017	21.50	0.00	18.26	63.96	2.04
8/11/2017	44.46	0.00	21.18	62.54	1.62
8/12/2017	57.13	0.00	24.02	51.67	2.24
8/13/2017	31.42	0.00	21.31	68.46	1.81
8/14/2017	13.88	0.00	16.28	86.21	1.98
8/15/2017	20.83	0.00	16.94	91.29	1.58
8/16/2017	12.46	0.00	16.69	89.88	1.47
8/17/2017	18.21	0.00	16.80	91.17	1.26
8/18/2017	25.54	0.00	17.24	93.83	1.34
8/19/2017	17.79	0.00	16.66	92.71	1.91
8/20/2017	9.63	0.00	14.25	77.67	3.78
8/21/2017	13.67	0.00	16.35	72.21	3.15
8/22/2017	30.88	0.00	19.67	72.71	1.64
8/23/2017	23.33	0.00	19.29	68.29	2.04
8/24/2017	29.63	0.00	20.12	66.29	1.75
8/25/2017	30.92	0.00	21.68	58.17	1.53
8/26/2017	29.38	0.00	22.56	49.13	1.61
8/27/2017	29.33	0.00	21.63	53.46	1.85
8/28/2017	39.04	0.00	21.85	54.96	1.45
8/29/2017	58.25	0.00	23.71	53.29	1.41
8/30/2017	18.46	0.00	19.69	70.17	3.32
8/31/2017	14.54	0.00	19.65	69.21	3.05
9/1/2017	27.67	0.00	19.73	70.21	1.85
9/2/2017	26.54	0.00	20.55	61.08	1.55
9/3/2017	46.29	0.00	21.68	48.13	1.59
9/4/2017	55.50	0.00	22.13	46.00	1.61
9/5/2017	44.75	0.00	21.90	58.13	2.12
9/6/2017	38.33	0.00	23.33	47.33	1.78
9/7/2017	42.00	0.00	24.73	37.58	1.65
9/8/2017	52.25	0.00	25.54	36.42	1.88
9/9/2017	50.13	0.00	24.77	44.04	1.96
9/10/2017	50.88	0.00	25.68	40.96	1.68
9/11/2017	45.38	0.00	25.62	43.67	2.10
9/12/2017	46.58	0.00	25.10	46.46	1.88
9/13/2017	64.75	0.00	26.03	40.21	2.06
9/14/2017	65.04	0.00	25.94	43.04	1.95
9/15/2017	44.42	0.00	25.08	51.67	1.89
9/16/2017	55.58	0.00	24.90	53.79	1.98
9/17/2017	36.83	0.00	23.50	62.71	2.01
9/18/2017	30.67	0.00	23.67	55.13	2.12
9/19/2017	35.33	0.00	22.67	55.29	2.19
9/20/2017	80.38	0.00	24.19	53.04	1.85
9/21/2017	63.50	0.00	25.74	39.96	1.58
9/22/2017	61.25	0.00	24.43	48.21	2.29
9/23/2017	35.50	0.00	21.81	63.46	3.59
9/24/2017	46.58	0.00	21.43	61.63	3.05
9/25/2017	40.54	0.00	21.70	59.54	2.14
9/26/2017	45.29	0.00	24.43	50.17	1.82
9/27/2017	56.21	0.00	23.55	57.67	2.74
9/28/2017	32.88	0.00	20.33	72.46	3.19
9/29/2017	17.92	0.00	19.10	89.08	2.40
9/30/2017	19.21	0.00	21.40	74.33	2.34
10/1/2017	15.46	0.00	19.82	78.50	2.72
10/2/2017	15.25	0.00	19.60	68.54	2.17
10/3/2017	18.63	0.00	20.41	51.13	2.28
10/4/2017	25.42	0.00	23.98	54.42	1.72
10/5/2017	39.58	0.00	27.17	54.92	2.04
10/6/2017	15.38	0.00	20.07	85.29	2.84
10/7/2017	21.29	0.00	21.98	76.25	0.00
10/8/2017	30.08	0.00	24.50	71.46	0.00
10/9/2017	36.79	0.00	26.34	61.17	0.00
10/10/2017	47.94	0.00	26.54	58.06	0.00
10/11/2017	37.59	0.00	27.03	56.88	2.04
10/12/2017	32.44	0.00	26.71	59.06	2.23
10/13/2017	24.13	0.00	26.28	60.52	3.03
10/14/2017	20.35	0.00	20.37	67.61	4.04
10/15/2017	15.29	0.00	21.00	67.08	3.57
10/16/2017	30.25	0.00	23.74	64.00	2.17
10/17/2017	38.42	0.00	26.13	54.92	1.75
10/18/2017	63.00	0.00	26.89	46.40	2.13
10/19/2017	24.58	0.00	23.35	64.79	2.84
10/20/2017	26.00	0.00	21.50	79.29	1.63
10/21/2017	20.13	0.00	20.24	89.75	1.57
10/22/2017	12.13	0.00	18.68	78.08	2.90
10/23/2017	15.63	0.00	19.71	71.00	2.69
10/24/2017	24.21	0.00	23.39	67.92	2.27
10/25/2017	18.29	0.00	20.53	83.50	2.30
10/26/2017	22.33	0.00	19.98	88.33	0.00
10/27/2017	17.33	0.00	22.70	76.71	0.00
10/28/2017	22.96	0.00	21.47	83.67	0.00
10/29/2017	17.91	0.00	19.86	91.45	0.00
10/30/2017	18.50	0.00	20.25	79.08	0.00
10/31/2017	20.54	0.00	19.04	66.00	0.00
11/1/2017	20.29	0.00	21.00	61.33	0.00
11/2/2017	25.58	0.00	24.10	61.50	0.00
11/3/2017	19.42	0.00	23.03	79.75	0.00
11/4/2017	10.33	0.00	20.02	83.42	0.00
11/5/2017	13.35	0.00	19.42	72.26	0.00
11/6/2017	13.96	0.00	20.05	66.75	0.00
11/7/2017	19.21	0.00	21.69	70.54	0.00
11/8/2017	18.54	0.00	22.85	76.25	0.00
11/9/2017	26.54	0.00	24.22	71.13	0.00
11/10/2017	16.71	0.00	21.59	76.63	0.00
11/11/2017	18.46	0.00	22.19	50.75	0.00
11/12/2017	21.27	0.00	22.02	54.32	0.00
11/13/2017	22.46	0.00	22.76	41.38	0.00
11/14/2017	29.83	0.00	25.94	46.13	0.00
11/15/2017	31.38	0.00	25.98	57.83	0.00
11/16/2017	23.04	0.00	22.40	75.71	0.00
11/17/2017	24.29	0.00	23.33	74.96	0.00
11/18/2017	12.92	0.00	23.33	79.08	2.45
11/19/2017	14.54	0.00	22.25	79.00	2.25
11/20/2017	18.29	0.00	23.53	74.25	2.10
11/21/2017	13.50	0.00	21.20	83.38	2.59
11/22/2017	13.83	0.00	21.45	67.33	2.64
11/23/2017	23.29	0.00	23.90	58.33	1.86
11/24/2017	23.79	0.00	26.60	44.67	2.00
11/25/2017	19.83	0.00	23.61	77.54	3.44
11/26/2017	25.00	0.00	22.99	85.71	1.94
11/27/2017	11.25	0.00	23.38	71.96	2.62
11/28/2017	15.21	0.00	22.13	61.46	2.75
11/29/2017	19.17	0.00	21.78	65.92	2.45
11/30/2017	16.50	0.00	22.28	68.17	2.91
12/1/2017	14.00	0.00	22.55	69.38	3.14
12/2/2017	14.21	0.00	24.39	66.67	2.72
12/3/2017	18.21	0.00	25.81	60.04	2.27
12/4/2017	17.67	0.00	25.40	61.92	2.82
12/5/2017	20.58	0.00	24.70	67.96	2.37
12/6/2017	26.33	0.00	23.50	76.46	1.89
12/7/2017	16.54	0.00	24.50	76.79	2.48
12/8/2017	19.08	0.00	25.12	63.75	2.08
12/9/2017	23.08	0.00	24.40	64.92	1.83
12/10/2017	23.67	0.00	24.33	66.67	2.83
12/11/2017	23.67	0.00	20.96	66.71	3.73
12/12/2017	30.92	0.00	23.31	66.08	2.43
12/13/2017	23.42	0.00	25.39	62.00	1.85
12/14/2017	29.13	0.00	26.20	58.00	2.25
12/15/2017	32.79	0.00	27.45	55.54	1.91
12/16/2017	28.58	0.00	28.02	54.29	2.10
12/17/2017	19.96	0.00	26.34	60.96	2.62
12/18/2017	21.33	0.00	25.28	69.33	2.46
12/19/2017	23.83	0.00	23.75	79.46	2.12
12/20/2017	15.50	0.00	20.98	90.92	1.54
12/21/2017	17.83	0.00	21.82	89.88	0.00
12/22/2017	15.54	0.00	23.77	78.29	0.00
12/23/2017	18.42	0.00	24.33	79.42	0.00
12/24/2017	17.71	0.00	23.43	83.04	0.00
12/25/2017	15.25	0.00	24.53	76.29	0.00
12/26/2017	18.35	0.00	25.07	73.61	0.00
12/27/2017	20.96	0.00	24.96	73.54	0.00
12/28/2017	18.29	0.00	23.46	80.33	0.00
12/29/2017	14.25	0.00	21.95	90.63	0.00
12/30/2017	37.75	0.00	18.92	57.29	1.40
12/31/2017	12.87	0.00	23.00	84.97	1.40
